,R_AdjustFact,E_AdjustFact,FCI_AdjustFact,NPV,IRR
222,1.0999999999999999,1.1,0.6,823.3,0.2041
223,1.0999999999999999,1.1,0.7,697.05,0.1827
224,1.0999999999999999,1.1,0.7999999999999999,570.81,0.1654
225,1.0999999999999999,1.1,0.8999999999999999,444.56,0.1511
226,1.0999999999999999,1.1,0.9999999999999999,318.32,0.1389
227,1.0999999999999999,1.1,1.0999999999999999,192.07,0.1286
228,1.0999999999999999,1.1,1.1999999999999997,65.83,0.1196
229,1.0999999999999999,1.1,1.2999999999999998,-60.42,0.1117
230,1.0999999999999999,1.1,1.4,-186.66,0.1046
231,1.0999999999999999,1.1,1.4999999999999998,-312.9,0.0984
232,1.0999999999999999,1.1,1.5999999999999996,-439.15,0.0927
233,1.0999999999999999,1.1,1.6999999999999997,-565.39,0.0876
234,1.1999999999999997,0.9,0.5,1267.82,0.2696
235,1.1999999999999997,0.9,0.6,1141.58,0.2381
236,1.1999999999999997,0.9,0.7,1015.33,0.2132
237,1.1999999999999997,0.9,0.7999999999999999,889.09,0.193
238,1.1999999999999997,0.9,0.8999999999999999,762.84,0.1763
239,1.1999999999999997,0.9,0.9999999999999999,636.6,0.1623
240,1.1999999999999997,0.9,1.0999999999999999,510.36,0.1503
241,1.1999999999999997,0.9,1.1999999999999997,384.11,0.1399
242,1.1999999999999997,0.9,1.2999999999999998,257.87,0.1308
243,1.1999999999999997,0.9,1.4,131.62,0.1228
244,1.1999999999999997,0.9,1.4999999999999998,5.38,0.1156
245,1.1999999999999997,0.9,1.5999999999999996,-120.87,0.1092
246,1.1999999999999997,0.9,1.6999999999999997,-247.11,0.1034
247,1.1999999999999997,1.0,0.5,1219.17,0.2638
248,1.1999999999999997,1.0,0.6,1092.92,0.2329
249,1.1999999999999997,1.0,0.7,966.68,0.2085
250,1.1999999999999997,1.0,0.7999999999999999,840.43,0.1888
251,1.1999999999999997,1.0,0.8999999999999999,714.19,0.1725
252,1.1999999999999997,1.0,0.9999999999999999,587.94,0.1587
253,1.1999999999999997,1.0,1.0999999999999999,461.7,0.147
254,1.1999999999999997,1.0,1.1999999999999997,335.46,0.1368
255,1.1999999999999997,1.0,1.2999999999999998,209.21,0.1279
256,1.1999999999999997,1.0,1.4,82.97,0.12
257,1.1999999999999997,1.0,1.4999999999999998,-43.28,0.113
258,1.1999999999999997,1.0,1.5999999999999996,-169.52,0.1067
259,1.1999999999999997,1.0,1.6999999999999997,-295.77,0.101
260,1.1999999999999997,1.1,0.5,1170.51,0.2579
261,1.1999999999999997,1.1,0.6,1044.27,0.2277
262,1.1999999999999997,1.1,0.7,918.02,0.2039
263,1.1999999999999997,1.1,0.7999999999999999,791.78,0.1846
264,1.1999999999999997,1.1,0.8999999999999999,665.53,0.1686
265,1.1999999999999997,1.1,0.9999999999999999,539.29,0.1552
266,1.1999999999999997,1.1,1.0999999999999999,413.04,0.1437
267,1.1999999999999997,1.1,1.1999999999999997,286.8,0.1337
268,1.1999999999999997,1.1,1.2999999999999998,160.56,0.125
269,1.1999999999999997,1.1,1.4,34.31,0.1173
270,1.1999999999999997,1.1,1.4999999999999998,-91.93,0.1104
271,1.1999999999999997,1.1,1.5999999999999996,-218.18,0.1042
272,1.1999999999999997,1.1,1.6999999999999997,-344.42,0.0986
273,1.2999999999999998,0.9,0.5,1488.79,0.2963
274,1.2999999999999998,0.9,0.6,1362.55,0.2616
275,1.2999999999999998,0.9,0.7,1236.3,0.2342
276,1.2999999999999998,0.9,0.7999999999999999,1110.06,0.2121
277,1.2999999999999998,0.9,0.8999999999999999,983.82,0.1938
278,1.2999999999999998,0.9,0.9999999999999999,857.57,0.1784
279,1.2999999999999998,0.9,1.0999999999999999,731.33,0.1652
280,1.2999999999999998,0.9,1.1999999999999997,605.08,0.1539
281,1.2999999999999998,0.9,1.2999999999999998,478.84,0.1439
282,1.2999999999999998,0.9,1.4,352.59,0.1352
283,1.2999999999999998,0.9,1.4999999999999998,226.35,0.1274
284,1.2999999999999998,0.9,1.5999999999999996,100.1,0.1204
285,1.2999999999999998,0.9,1.6999999999999997,-26.14,0.1141
286,1.2999999999999998,1.0,0.5,1440.14,0.2905
287,1.2999999999999998,1.0,0.6,1313.89,0.2564
288,1.2999999999999998,1.0,0.7,1187.65,0.2296
289,1.2999999999999998,1.0,0.7999999999999999,1061.41,0.2079
290,1.2999999999999998,1.0,0.8999999999999999,935.16,0.1899
291,1.2999999999999998,1.0,0.9999999999999999,808.92,0.1748
292,1.2999999999999998,1.0,1.0999999999999999,682.67,0.1619
293,1.2999999999999998,1.0,1.1999999999999997,556.43,0.1508
294,1.2999999999999998,1.0,1.2999999999999998,430.18,0.141
295,1.2999999999999998,1.0,1.4,303.94,0.1324
296,1.2999999999999998,1.0,1.4999999999999998,177.69,0.1248
297,1.2999999999999998,1.0,1.5999999999999996,51.45,0.1179
298,1.2999999999999998,1.0,1.6999999999999997,-74.8,0.1117
299,1.2999999999999998,1.1,0.5,1391.48,0.2846
300,1.2999999999999998,1.1,0.6,1265.24,0.2512
301,1.2999999999999998,1.1,0.7,1138.99,0.225
302,1.2999999999999998,1.1,0.7999999999999999,1012.75,0.2037
303,1.2999999999999998,1.1,0.8999999999999999,886.51,0.1861
304,1.2999999999999998,1.1,0.9999999999999999,760.26,0.1713
305,1.2999999999999998,1.1,1.0999999999999999,634.02,0.1586
306,1.2999999999999998,1.1,1.1999999999999997,507.77,0.1477
307,1.2999999999999998,1.1,1.2999999999999998,381.53,0.1382
308,1.2999999999999998,1.1,1.4,255.28,0.1297
309,1.2999999999999998,1.1,1.4999999999999998,129.04,0.1222
310,1.2999999999999998,1.1,1.5999999999999996,2.79,0.1155
311,1.2999999999999998,1.1,1.6999999999999997,-123.45,0.1094
312,1.4,0.9,0.5,1709.77,0.323
313,1.4,0.9,0.6,1583.52,0.2852
314,1.4,0.9,0.7,1457.28,0.2553
315,1.4,0.9,0.7999999999999999,1331.03,0.2311
316,1.4,0.9,0.8999999999999999,1204.79,0.2112
317,1.4,0.9,0.9999999999999999,1078.54,0.1944
318,1.4,0.9,1.0999999999999999,952.3,0.1801
319,1.4,0.9,1.1999999999999997,826.05,0.1678
320,1.4,0.9,1.2999999999999998,699.81,0.157
321,1.4,0.9,1.4,573.56,0.1475
322,1.4,0.9,1.4999999999999998,447.32,0.139
323,1.4,0.9,1.5999999999999996,321.07,0.1315
324,1.4,0.9,1.6999999999999997,194.83,0.1246
325,1.4,1.0,0.5,1661.11,0.3172
326,1.4,1.0,0.6,1534.87,0.28
327,1.4,1.0,0.7,1408.62,0.2507
328,1.4,1.0,0.7999999999999999,1282.38,0.2269
329,1.4,1.0,0.8999999999999999,1156.13,0.2074
330,1.4,1.0,0.9999999999999999,1029.89,0.1909
331,1.4,1.0,1.0999999999999999,903.64,0.1768
332,1.4,1.0,1.1999999999999997,777.4,0.1647
333,1.4,1.0,1.2999999999999998,651.15,0.1541
334,1.4,1.0,1.4,524.91,0.1448
335,1.4,1.0,1.4999999999999998,398.66,0.1365
336,1.4,1.0,1.5999999999999996,272.42,0.129
337,1.4,1.0,1.6999999999999997,146.17,0.1223
338,1.4,1.1,0.5,1612.45,0.3113
339,1.4,1.1,0.6,1486.21,0.2748
340,1.4,1.1,0.7,1359.97,0.246
341,1.4,1.1,0.7999999999999999,1233.72,0.2227
342,1.4,1.1,0.8999999999999999,1107.48,0.2035
343,1.4,1.1,0.9999999999999999,981.23,0.1874
344,1.4,1.1,1.0999999999999999,854.99,0.1736
345,1.4,1.1,1.1999999999999997,728.74,0.1616
346,1.4,1.1,1.2999999999999998,602.5,0.1512
347,1.4,1.1,1.4,476.25,0.1421
348,1.4,1.1,1.4999999999999998,350.01,0.1339
349,1.4,1.1,1.5999999999999996,223.76,0.1266
350,1.4,1.1,1.6999999999999997,97.52,0.12
351,1.4999999999999998,0.9,0.5,1930.74,0.3497
352,1.4999999999999998,0.9,0.6,1804.49,0.3087
353,1.4999999999999998,0.9,0.7,1678.25,0.2764
354,1.4999999999999998,0.9,0.7999999999999999,1552.0,0.2502
355,1.4999999999999998,0.9,0.8999999999999999,1425.76,0.2286
356,1.4999999999999998,0.9,0.9999999999999999,1299.51,0.2104
357,1.4999999999999998,0.9,1.0999999999999999,1173.27,0.195
358,1.4999999999999998,0.9,1.1999999999999997,1047.02,0.1816
359,1.4999999999999998,0.9,1.2999999999999998,920.78,0.17
360,1.4999999999999998,0.9,1.4,794.53,0.1597
361,1.4999999999999998,0.9,1.4999999999999998,668.29,0.1506
362,1.4999999999999998,0.9,1.5999999999999996,542.04,0.1425
363,1.4999999999999998,0.9,1.6999999999999997,415.8,0.1351
364,1.4999999999999998,1.0,0.5,1882.08,0.3439
365,1.4999999999999998,1.0,0.6,1755.84,0.3035
366,1.4999999999999998,1.0,0.7,1629.59,0.2717
367,1.4999999999999998,1.0,0.7999999999999999,1503.35,0.246
368,1.4999999999999998,1.0,0.8999999999999999,1377.1,0.2248
369,1.4999999999999998,1.0,0.9999999999999999,1250.86,0.2069
370,1.4999999999999998,1.0,1.0999999999999999,1124.61,0.1917
371,1.4999999999999998,1.0,1.1999999999999997,998.37,0.1786
372,1.4999999999999998,1.0,1.2999999999999998,872.12,0.1671
373,1.4999999999999998,1.0,1.4,745.88,0.157
374,1.4999999999999998,1.0,1.4999999999999998,619.63,0.1481
375,1.4999999999999998,1.0,1.5999999999999996,493.39,0.14
376,1.4999999999999998,1.0,1.6999999999999997,367.14,0.1328
377,1.4999999999999998,1.1,0.5,1833.43,0.338
378,1.4999999999999998,1.1,0.6,1707.18,0.2983
379,1.4999999999999998,1.1,0.7,1580.94,0.2671
380,1.4999999999999998,1.1,0.7999999999999999,1454.69,0.2418
381,1.4999999999999998,1.1,0.8999999999999999,1328.45,0.2209
382,1.4999999999999998,1.1,0.9999999999999999,1202.2,0.2034
383,1.4999999999999998,1.1,1.0999999999999999,1075.96,0.1884
384,1.4999999999999998,1.1,1.1999999999999997,949.71,0.1755
385,1.4999999999999998,1.1,1.2999999999999998,823.47,0.1643
386,1.4999999999999998,1.1,1.4,697.22,0.1543
387,1.4999999999999998,1.1,1.4999999999999998,570.98,0.1455
388,1.4999999999999998,1.1,1.5999999999999996,444.73,0.1376
389,1.4999999999999998,1.1,1.6999999999999997,318.49,0.1305
390,1.5999999999999996,0.9,0.5,2151.71,0.3764
391,1.5999999999999996,0.9,0.6,2025.46,0.3322
392,1.5999999999999996,0.9,0.7,1899.22,0.2974
393,1.5999999999999996,0.9,0.7999999999999999,1772.97,0.2692
394,1.5999999999999996,0.9,0.8999999999999999,1646.73,0.246
395,1.5999999999999996,0.9,0.9999999999999999,1520.48,0.2264
396,1.5999999999999996,0.9,1.0999999999999999,1394.24,0.2098
397,1.5999999999999996,0.9,1.1999999999999997,1267.99,0.1954
398,1.5999999999999996,0.9,1.2999999999999998,1141.75,0.1829
399,1.5999999999999996,0.9,1.4,1015.5,0.1719
400,1.5999999999999996,0.9,1.4999999999999998,889.26,0.1621
401,1.5999999999999996,0.9,1.5999999999999996,763.02,0.1534
402,1.5999999999999996,0.9,1.6999999999999997,636.77,0.1455
403,1.5999999999999996,1.0,0.5,2103.05,0.3706
404,1.5999999999999996,1.0,0.6,1976.81,0.3271
405,1.5999999999999996,1.0,0.7,1850.56,0.2928
406,1.5999999999999996,1.0,0.7999999999999999,1724.32,0.265
407,1.5999999999999996,1.0,0.8999999999999999,1598.07,0.2421
408,1.5999999999999996,1.0,0.9999999999999999,1471.83,0.2229
409,1.5999999999999996,1.0,1.0999999999999999,1345.58,0.2065
410,1.5999999999999996,1.0,1.1999999999999997,1219.34,0.1924
411,1.5999999999999996,1.0,1.2999999999999998,1093.09,0.1801
412,1.5999999999999996,1.0,1.4,966.85,0.1692
413,1.5999999999999996,1.0,1.4999999999999998,840.61,0.1596
414,1.5999999999999996,1.0,1.5999999999999996,714.36,0.151
415,1.5999999999999996,1.0,1.6999999999999997,588.12,0.1433
416,1.5999999999999996,1.1,0.5,2054.4,0.3647
417,1.5999999999999996,1.1,0.6,1928.15,0.3219
418,1.5999999999999996,1.1,0.7,1801.91,0.2881
419,1.5999999999999996,1.1,0.7999999999999999,1675.66,0.2608
420,1.5999999999999996,1.1,0.8999999999999999,1549.42,0.2383
421,1.5999999999999996,1.1,0.9999999999999999,1423.17,0.2194
422,1.5999999999999996,1.1,1.0999999999999999,1296.93,0.2033
423,1.5999999999999996,1.1,1.1999999999999997,1170.68,0.1894
424,1.5999999999999996,1.1,1.2999999999999998,1044.44,0.1772
425,1.5999999999999996,1.1,1.4,918.19,0.1666
426,1.5999999999999996,1.1,1.4999999999999998,791.95,0.1571
427,1.5999999999999996,1.1,1.5999999999999996,665.71,0.1486
428,1.5999999999999996,1.1,1.6999999999999997,539.46,0.141
429,1.6999999999999997,0.9,0.5,2372.68,0.4031
430,1.6999999999999997,0.9,0.6,2246.43,0.3558
